filename,app_result_type,app_raw_score,threshold,image_path,image_ext,width,height,aspect_ratio,long_edge,file_size_kb,python_stage3_score,abs_delta,expected_file_sha256,matched_file_sha256,hash_match,app_label_from_score,python_label_from_score,verdict
gA_307.jfif,unclear,0.150729,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_307.jfif,.jfif,720,1649,0.4366282595512432,1649,59.37890625,0.00022810287191532552,0.15050089712808468,fd724113e4d0e733254a16f26d54e5bc1429da015ef94cbde6b12c9cdd8329bb,fd724113e4d0e733254a16f26d54e5bc1429da015ef94cbde6b12c9cdd8329bb,True,genuine,genuine,possible_app_preprocess_mismatch
gA_308.jfif,fraudulent,0.884993,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_308.jfif,.jfif,720,1600,0.45,1600,43.640625,0.1424674093723297,0.7425255906276703,0e22a1f8f85fe95f40fdfe268bda391c5d87cf4f25d191cfaa90f102641c4898,0e22a1f8f85fe95f40fdfe268bda391c5d87cf4f25d191cfaa90f102641c4898,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_309.jfif,fraudulent,0.726739,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_309.jfif,.jfif,720,1530,0.47058823529411764,1530,32.9697265625,0.039687398821115494,0.6870516011788845,9e11ffefb204781e40045b43ab67b49e7cd21ee26598256967fed7305b571561,9e11ffefb204781e40045b43ab67b49e7cd21ee26598256967fed7305b571561,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_310.jfif,unclear,0.147257,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_310.jfif,.jfif,720,1649,0.4366282595512432,1649,35.4189453125,0.0005156983388587832,0.14674130166114122,c1864a8d77371c82ab0ce93092b6f9979ac841bc8b9c604480d85f6f05f02bf8,c1864a8d77371c82ab0ce93092b6f9979ac841bc8b9c604480d85f6f05f02bf8,True,genuine,genuine,possible_app_preprocess_mismatch
gA_311.jfif,fraudulent,0.886251,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_311.jfif,.jfif,720,1600,0.45,1600,42.8974609375,0.04133912920951843,0.8449118707904816,860ae71e876612ddbd5905bb9d695ae39cc2dce3ab4b48f4189448405662dab0,860ae71e876612ddbd5905bb9d695ae39cc2dce3ab4b48f4189448405662dab0,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_312.jfif,fraudulent,0.748633,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_312.jfif,.jfif,720,2030,0.35467980295566504,2030,39.2236328125,0.03633049130439758,0.7123025086956024,73a2205b7f1f1315ffaac981af8ce3bbe5bfe3bffb2b3c0a851a75d65464b606,73a2205b7f1f1315ffaac981af8ce3bbe5bfe3bffb2b3c0a851a75d65464b606,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_313.jfif,unclear,0.114561,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_313.jfif,.jfif,620,1448,0.4281767955801105,1448,52.1767578125,0.005821952596306801,0.1087390474036932,8c7d3f3cdbee49027e32670fb65ed2733f52d8c29339c15a2f147e6efe307675,8c7d3f3cdbee49027e32670fb65ed2733f52d8c29339c15a2f147e6efe307675,True,genuine,genuine,possible_app_preprocess_mismatch
gA_314.jfif,fraudulent,0.964265,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_314.jfif,.jfif,720,1502,0.4793608521970706,1502,32.92578125,0.030648542568087578,0.9336164574319125,5d3f7d6a414f2f740c332554e6c9732b48c66b618f9e8627db6682c08f235a56,5d3f7d6a414f2f740c332554e6c9732b48c66b618f9e8627db6682c08f235a56,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_315.jfif,fraudulent,0.936816,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_315.jfif,.jfif,900,2045,0.4400977995110024,2045,62.6572265625,0.03832174092531204,0.8984942590746879,7891cd295c217253a10a8c9934bbb7e4f5a5c89b6dec65b6ae226f04ca16c1af,7891cd295c217253a10a8c9934bbb7e4f5a5c89b6dec65b6ae226f04ca16c1af,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_316.jpg,fraudulent,0.542051,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_316.jpg,.jpg,720,1502,0.4793608521970706,1502,47.34765625,0.004563045687973499,0.5374879543120265,dbba31a1af8264d0c1bfb0312df87f7d6ed63c75a7c04a26a422a361c8ab776d,dbba31a1af8264d0c1bfb0312df87f7d6ed63c75a7c04a26a422a361c8ab776d,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_317.jpg,fraudulent,0.877586,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_317.jpg,.jpg,720,1502,0.4793608521970706,1502,47.572265625,0.04699021577835083,0.8305957842216491,87b58a22c20dea3d0b8764d2cc28007a0035e3060dbbe15d520eb64eabb86909,87b58a22c20dea3d0b8764d2cc28007a0035e3060dbbe15d520eb64eabb86909,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_318.jpg,fraudulent,0.950177,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_318.jpg,.jpg,720,1502,0.4793608521970706,1502,47.494140625,0.07382632791996002,0.87635067208004,20361b021de25c1c4e3c66110d74b744b3d5a7b28ab1455ed1955c39927eb033,20361b021de25c1c4e3c66110d74b744b3d5a7b28ab1455ed1955c39927eb033,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_319.jpg,fraudulent,0.549086,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_319.jpg,.jpg,720,2030,0.35467980295566504,2030,54.0498046875,0.022426217794418335,0.5266597822055816,e02ae04d74817756f617320de089fb127ee47d9b2309269ebb6b7d657e7b1a72,e02ae04d74817756f617320de089fb127ee47d9b2309269ebb6b7d657e7b1a72,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_320.jpg,fraudulent,0.525382,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_320.jpg,.jpg,720,1530,0.47058823529411764,1530,49.4892578125,0.023730210959911346,0.5016517890400887,f713b5b091db010dcbd918773c9dd8846b31e21d6c4a0035f27f011008577cd9,f713b5b091db010dcbd918773c9dd8846b31e21d6c4a0035f27f011008577cd9,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_321.jpg,fraudulent,0.947737,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_321.jpg,.jpg,720,1530,0.47058823529411764,1530,50.072265625,0.22781534492969513,0.7199216550703049,b0ab6354b65d4330fea557f55c90e93bcb165333259c76aeb2571a3261039111,b0ab6354b65d4330fea557f55c90e93bcb165333259c76aeb2571a3261039111,True,fraudulent,fraudulent,possible_app_preprocess_mismatch
