timestamp_iso,filename,result_type,raw_score,threshold,file_path,file_sha256,file_size_bytes,decoded_width,decoded_height,backend_used,backend_note
2026-07-12T13:56:39.283623Z,gI_327.JPEG,genuine,0.003777,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gI_327.JPEG,477dca8cc8f70a876243f8f861a6a38c4e6b8390af9a1816415be4cb29da27a3,68423,1054,2048,native-opencv,ok
2026-07-12T13:56:40.100870Z,gI_328.JPEG,genuine,0.002207,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gI_328.JPEG,575e616048c404ea0ebe3cb75112830b5e7b3000f8914c585a27834f0b9617c4,76636,1055,2048,native-opencv,ok
2026-07-12T13:56:40.817999Z,gI_329.JPEG,genuine,0.032807,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gI_329.JPEG,48347fac7844c412b24d1c7bcef80a826071cc36ffd5ce8ef5166e1f903a17ec,53167,828,1792,native-opencv,ok
2026-07-12T13:56:41.490166Z,gI_330.JPEG,genuine,0.045632,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gI_330.JPEG,8642ff59582936a55b6d5d95b2989b89a94f9665ee332142033641faf059442f,65826,1054,2046,native-opencv,ok
2026-07-12T13:56:42.115726Z,gI_331.JPEG,genuine,0.045632,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gI_331.JPEG,8642ff59582936a55b6d5d95b2989b89a94f9665ee332142033641faf059442f,65826,1054,2046,native-opencv,ok
2026-07-12T13:56:42.864946Z,gI_332.JPEG,genuine,0.008806,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gI_332.JPEG,7bd4c05ae878c8c062c33ada6276e4ede6d6f30b747f54412d8887ecc4750734,66315,1063,2048,native-opencv,ok
2026-07-12T13:56:43.399240Z,gI_333.JPEG,genuine,0.010379,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gI_333.JPEG,227520d2cbef79d1e4bf4ed31cad702b845dfe9319e75ce23f5077060d12168d,42150,828,1608,native-opencv,ok
2026-07-12T13:56:43.941527Z,gI_334.JPEG,genuine,0.004272,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gI_334.JPEG,7a32d5b2c0fc28788fb164f86a4416725838d9f14f5f58e508dc2461d31cc1d6,42507,828,1608,native-opencv,ok
2026-07-12T13:56:44.616464Z,gI_335.JPEG,genuine,0.000129,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gI_335.JPEG,4fd0775ce1a194b749f2770c50707e035456a10381f565cea006927bb3f3e32b,86173,945,2048,native-opencv,ok
2026-07-12T13:56:45.326080Z,gI_336.JPEG,genuine,0.005316,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gI_336.JPEG,9e33046a814c973480c2872838fb3af1bb91fb119a1ffb41c598a5c98c104e4e,68310,1055,2048,native-opencv,ok
2026-07-12T13:56:46.029140Z,gI_337.JPEG,genuine,0.003999,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gI_337.JPEG,215da845de58f568d1884d62687aad9187476a6fac66b58d3abafab5dd68879e,69206,1054,2048,native-opencv,ok
2026-07-12T13:56:46.756307Z,gI_338.JPEG,genuine,0.009900,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gI_338.JPEG,629556911409797213ebce3a54275bccf2268d665488ae5720cf4240f3a9ee68,78356,1055,2048,native-opencv,ok
2026-07-12T13:56:47.443460Z,gI_339.JPEG,genuine,0.021042,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gI_339.JPEG,77d694370a82d88839f379adf527d6feae07d124eb5cf31ae59f72062713ec86,65953,1054,2046,native-opencv,ok
2026-07-12T13:56:48.029997Z,gI_340.JPEG,genuine,0.009591,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gI_340.JPEG,23de7da8a80d45c607cef56ad0cce061c113f8c0f0c471b917ff941b8d32bd79,41107,828,1608,native-opencv,ok
2026-07-12T13:56:48.597473Z,gI_341.JPEG,genuine,0.009591,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gI_341.JPEG,23de7da8a80d45c607cef56ad0cce061c113f8c0f0c471b917ff941b8d32bd79,41107,828,1608,native-opencv,ok
2026-07-12T13:56:49.267347Z,gI_342.JPEG,genuine,0.009591,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gI_342.JPEG,23de7da8a80d45c607cef56ad0cce061c113f8c0f0c471b917ff941b8d32bd79,41107,828,1608,native-opencv,ok
